review,sentiment
"i am not exactly how sure the accuracy is with this movie, but i can tell you that i was thoroughly entertained by this movie. the character of gust, played perfectly by phillip seymour hoffman, was one of the most unique, yet entertaining characters in recent memory. this movie informed, yet managed to avoid preaching to the audience. it made me laugh, made me sad, made me feel alive, and glad to be spending the time to watch the movie. it takes no time to understand what is going on, and takes you on a roller coaster ride of genuine, human emotion. i thought i knew my history, apparently i didn ' t know it at all! i give this move 9 out of 10, and recommend it for all adults, and young adults, and the young at heart, just not the young. but as soon as they are allowed to see "" r "" rated movies, make it a priority.",positive
"i must have seen this a dozen times over the years. i was about fifteen when i first saw it in b & w on the local pbs station. < br / > < br / > i bought a dvd set for the children to see, and am making them watch it. they don ' t teach history in school, and this explains the most critical event of the 20th century. it expands their critical thinking. < br / > < br / > impartially, with the participants on all sides explaining in their own words what they did and why, it details what lead up to the war and the actual war. < br / > < br / > buy it for your children, along with alistair cooke ' s america. watch it with them, and make them understand. you ' ll be so glad you did.",positive
"steven seagal ' s films of late have not exactly been good, but this is by far the worst since the patriot. the plot makes no sense what so ever ; it is never clear in what the relationships between the characters are, who works for who or who is double crossing who. the film is completely disjointed, each scene seems to confuse the story further rather than carry it forward. even the action sequences are uninspired and hard to follow. most of the blame must lie at the director ' s feet for not even understanding the basics of film making, but seagal does not get off lightly, as one of the producers of this film, he must also share the blame. oh, and i haven ' t even mentioned how awful the acting is, even by seagal standards. even as straight to video fodder, this is not worth a view even for seagal fans. give it a wide berth!",negative
"and i for one think that is a good thing. i ' ve just never been a rosalind russell fan although the original was my favorite rr movie. but i love bette and was thrilled to hear she was making this. < br / > < br / > as for the rest of the production, i think it was slightly less than the original movie. one of my favorite minor characters in the original was mazeppa with her scratchy fingernails - on - the - blackboard voice belting out "" hey! it takes a lot more than no talent to be a strippah! "" and although i missed it, i was glad to see the producers had the guts not to do a carbon copy. < br / > < br / > i also liked the fact there are large portions of this movie which were filmed as if you are looking at a stage, it gives a feeling that you are in the theatre, not just at the movies. < br / > < br / > i think the other thing i liked about this production was that there seemed to be slightly less repetition of the song "" let me entertain you "", which becomes completely annoying after about the 5th time you hear it.",positive
"so real and surreal, all in one. i remember feeling like tessa. heck, i remember being tessa. this was a beautiful vignette of a relationship ending. i especially liked the protesters tangent. it is nice to see symbolism in a movie without being smacked over the head with it. if you get the chance to see this, take it. it is well worth the 30 minutes.",positive
"thank god i watched this at a friend ' s place and did not pay for it. the plot is horribly transparent and the whole movie felt like an episode of a tv show. if you have any knowledge of computers or electronics, watch out. you will feel feel like the movie is an insult to your intelligence. < br / > < br / > also, actress turned much music vj amanda walsh displays the worst acting i have ever seen, excluding porn. she ' s lucky that matt lanter is actually decent. he ' s the one that carries the movie. < br / > < br / > i hate that i wasted nearly two hours of my life watching this movie! it ' s a shame that they got to call it a sequel, because i was a fan of the original, which was actually pretty good.",negative
"a friend lent me this dvd, which he got from the director at a festival, i think. i went in warned that some of the technical aspects of the movie were a bit shaky and that the writing was good but not great. so maybe that colored my judgment but i have to admit that i liked this movie. < br / > < br / > the standouts where the actors. youssef kerkor was really good as ernie, the main character, kind of pathetic in a likable way. adam jones ( who also directed ) and justin lane were excellent as the roommates who drive ernie mad. the bill character ( justin lane ), who spends a lot of the film dressed like a panda, was by far my favorite ; he seemed the least one - dimensional, and reminded me of an old college roommate so much i called the guy after watching the dvd. really kind of lovable, and very funny. some of the other acting was good, some was so - so, but none of it was bad. i also really liked the vigilante duo. ridiculous and funny. < br / > < br / > i ' m giving this one high marks, even though it has some issues, because you can tell when you watch it that these people cared, and decided to make their movie their way. well done to adam jones and crew.",positive
"shawshank, godfather, pulp fiction... all good films. great films. but nothing, and i mean nothing lives up to the greatest christmas movie of all, santa claus. < br / > < br / > the film is so great and has so many messages, i cried while watching it. seriously, this is one of those movies you need to watch 10 times. when we see pitch get told he will have to eat ice cream, we see the sadness in his eyes, and we feel the deep sorrow, and then we wonder... what is so bad about this ice cream? is it implying that we as humans are treating ice cream as good when all it does is make us evil? think movie makes you think. < br / > < br / > this movie has the best rendition of santa claus ever. unlike other santas, he is a normal person. we see him imprisoning children and spying on kids dreams, and we wonder ; is the santa we believe in really that good? also, this santa actually mentions christ, the whole meaning behind christmas. < br / > < br / > you owe yourself to watch this cinematic masterpiece. we should just stop making movies and air nothing but this epic 24 / 7. whether it ' s christmas or not, this movie gets a 500 / 10. whoever says this movie is bad is an ignorant fool.",positive
i really cant think of anything good to say about this film... not a single thing. the script is a nightmare.. the writer blurs the line between chemical and biological traits and doesnt seem to understand the difference. you ' d think they would at least get a technical advisor. the performances were bad by most of the cast... although i dont really blame them.. the material really stinks. the editing was equally bad.. i ' ll just stop now.. its all bad 2 / 10,negative
"cinema ' s greatest period started in post - war europe with italy ' s neo - realist movement. during the next 2 or 3 decades that followed, france ' s new wavers caught everyone ' s attention, and there was always bergman up there on his desolate scandinavian island somewhere, making bitter masterpieces. but in 1971, luchino visconti brought the art - form to full circle, geographically speaking, with his miraculous work * death in venice *, which might as well be called * the death of europoean cinema *. after the sixties wound down, so did the great european filmmakers, who, with some exceptions, generally grew exhausted and passed the torch to a new american generation of movie brats ( coppola, scorsese, & co. ). this movie absolutely feels like a grand summing - up, not just of visconti ' s particular obsessions, but of the general attempt of european filmmakers to achieve the aesthetic ideal in movies. and rest assured, you will find no sterner task - master than the visconti revealed here. he ' s not playing to the crowd, folks : either you get behind him and follow along, or you get left behind. the pacing is a challenge : slow, but never without emotional weight. "" incidents "" are few and far between, but each seems loaded with symbolic significance in a sturm - und - drang cosmos. < br / > < br / > we will probably never be in such rarefied company again, in terms of the movies : one of the century ' s great writers who inspired the tale ( thomas mann ), one of the greatest filmmakers directing it ( visconti ), one of the greatest actors in the lead role ( dirk bogarde ), and swelling almost ceaselessly in the background, gustav mahler ' s 5th symphony. taking full advantage of mahler ' s ability to inspire romanticism in even the most cynical breast, visconti changes the main character, aschenbach, into a decrepit composer from his original persona as a writer, even making bogarde up to look like mahler ( geeky mustache, specs, shaggy hair, duck - like walk ). bogarde, by the way, delivers what is probably greatest performance of an actor in the history of movies : it ' s a largely silent performance, and the actor has to deliver reams of meaning in a gesture or a glance - - a difficult trick without mugging like chaplin or merely",positive
"this is a stereotype plot. a young fighter tries to enter a competition when he is not ready and is not selected to represent his fighting school. this leads to separation from the fighting school and naturally he finds a strange new master to teach him to fight. < br / > < br / > the fights are not of high standards. they are way too "" simple "" in a way that 1 + 1 is simple to every adult. the fighter has trained and enters the ring, but does not do what he trained and gets an ass kicking. the coach yells do this and do that with no success. and after some more of this ridiculous beating he suddenly does what he is told and hits his opponent once. this results in a turning point in the fight, although our hero has been taking a beating of his life up until that point. think about the rocky movies and you ' ll have a good point of reference of how much beating he really takes. the fights are also shot poorly. < br / > < br / > there final thing that screws this film up is the stupid romance. cheesy music and awkward moments are not what i call entertainment. < br / > < br / > these guys really could have made some quality entertainment, but the director wasn ' t up to the task. or the other crew in my opinion. maybe they had a small budget, i don ' t know, but what matters in the end is that this movie is bad and deserves the rating of 3 out of 10.",negative
"this production was quite a surprise for me. i absolutely love obscure early 30s movies, but i wasn ' t prepared for the last 25 minutes of this story. if, by any chance, you ' re not convinced in the first half, hang in there for the finale. of course, you must look at the blatant racism as being purely topical. a fascinating viewing experience, but i think the cat ' s paw is not available on video / dvd yet. watch your pbs listings!",positive
"it isn ' t too bad, but ultimately it lacks the quality that the australian series has. < br / > < br / > the jokes are few and far between, the actors are attractive ( they shouldn ' t be ), the film makers think far too much about the cinematography ( it ' s supposed to look like a home video ) and it ' s just like a serious version of kath and kim... it ' s stupid. < br / > < br / > it ' s too normal to be kath and kim. kath and kim are supposed to be two curvy, middle - aged women who think they are hot and wear ridiculous clothes. there are no "" look at me kimmy! "" jokes. the fat friend of kim is not fat at all and she ' s not even slightly stupid. she ' s a stereotypical black / latino chick. < br / > < br / > it ' s just not as stupid or funny as the australian series. it doesn ' t compare. nothing is the same. i admit, this show is pretty funny at times, but it is not anything like the aussie series. i was looking forward to an american take on a bogan family. they failed. it ' s supposed to be really stupid and hilarious, but the actors don ' t act stupid! to me, this is just a typical american tv show. it ' s a let down if you want it to be anything like the aussie show. < br / > < br / > 2 stars because it is an okay show, just nothing like what it should be.",negative
"from the decrepit ranks of the already over - saturated ' hillybilly horror ' sub - genre comes this woeful tale of a vacationing family terrorized by inbred rednecks. sound familiar? well it most definitely should to anyone with even a cursory knowledge of the horror genre. there is absolutely new here. the film seems content to recycle all thee old worn out cliches ( deformed hicks, a peaceful family turned gun - toting killers when push comes to show, the rebellious daughter, the one ' freak ' who ' s good at heart, etcetera... ), but does even that half - heartedly enough to make this an utter waste of time. this is forgettable dreck, but humorously enough lead j. d. hart once starred in a movie called "" films that suck "" earlier in his career, quite an ironic omen indeed. < br / > < br / > my grade : d -",negative
"as a huge baseball fan, my scrutiny of this film is how realistic it appears. dennis quaid had all of the right moves and stances of a major league pitcher. it is a fantastic true story told with just a little too much "" disney "" for my taste.",positive
"this film takes you on one family ' s impossible journey, and makes you feel every step of their odyssey. beautifully acted and photographed, heartbreakingly real. its last line, with its wistful hope, is one of the more powerful in memory.",positive
"stupid! stupid! stupid! i can not stand ben stiller anymore. how this man is allowed to still make movies is beyond me. i can ' t understand how this happens if i performed at work the way he acts in a movie i ' d get fired and i own the company..... i would have to fire myself. god! this movie was just a plain, steaming, stinking pile of poo, that needs to be vapoorized if that were possible. something else i have to say the guideline about 10 lines of text in a comment is idiotic. what is wrong with just saying a few things about a movie? i will never understand why sites will require a short novel written when sometimes a brief comment is all that is necessary.",negative
"this show is great for many reasons.. the father and mother can communicate with their kids this day in age. its so great to see a real family instead of some stuffy overacting family. i watched this one time and became hooked. it so great to see a black family on tv worth watching. this show left too soon but on its way out it dealt with pregnancy, sexy, drugs, bad dates, death etc. the best thing about the show was that it dealt with it in a real humorous sort of way. great show for the family.. i cant tell you how many times i have sat up watched this show late at night sometimes and laughed my head off. great pg 13 rated show. i loved everybit of this show.",positive
"this film is where the batman franchise ought to have stopped. though i will concede that the ideas behind "" batman forever "" were excellent and could have been easily realised by a competent director, as it turned out this was not to be the case. < br / > < br / > apparently warner brothers executives were disappointed with how dark this second batman film from tim burton turned out. apart from the idiocy of expecting anything else from burton, and the conservative cowardice of their subsequent decision to turn the franchise into an homage to the sixties tv series, i fail to understand how "" batman returns "" can be considered at all disappointing. < br / > < br / > true, it is not quite the equal of the first film - though it repairs all the minor deficiencies of style found in "" batman, "" a weaker script that splits the antagonism between not just two but three characters invites unflattering comparisons to the masterful pairing of keaton and jack nicholson as the joker in the first film. yet for all this it remains a gorgeously dark film, true to the way the batman was always meant to be, and highly satisfying. < br / > < br / > michael keaton returns as the batman and his alter ego bruce wayne, tangling with nouveau riche tycoon max schreck ( christopher walken, named in honour of the 1920s german silent actor ), his partner - in - crime oswald cobblepot, the penguin ( danny devito in brilliant makeup reminiscent of laurence olivier ' s "" richard iii "" ), and selina kyle, the catwoman ( michelle pfeiffer ), whom wayne romances both as himself and as the batman. the four principals turn in excellent performances, especially walken and devito, while together keaton and pfeiffer explore the darker side of double identities. < br / > < br / > there are some intriguing concepts in this film. about the only weakness i can really point out is a certain limpness to the script in some places, which i think is due mostly to the way this film is a four - cornered fight. there simply isn ' t enough time to properly explore what ' s going on. < br / > < br / > nevertheless, this is a damn good film. i highly recommend watching this in conjunction with the first, and then weeping for how good the series could have been had it continued under burton and keaton.",positive
"the quick and the undead is, finally, the first movie to actually render its own storyline null and void. it is, essentially, one gigantic plot hole. < br / > < br / > aside from that, the acting was quite bad, character motivations nonexistent or unbelievable and there wasn ' t a single character worth hanging our hat on. the most interesting cast member ( who had great potential to be a dark horse protagonist ) got snuffed halfway through the proceedings. < br / > < br / > what the quick and the undead does serve as is an excellent example of how to do good color - timing. it looked excellent, when you take into account budget considerations. < br / > < br / > unfortunately, it plays out like a guy got his hands on a hundred grand and watched a few westerns ( most notably the good, the bad and the ugly ) and then just threw a bunch of elements haphazardly into a movie... "" you know, they have movies where characters do this! does it fit here? no, but who cares! they do it in other movies so i should do it here! "" < br / > < br / > maybe a good view for burgeoning cinematographers and colorists ( first - year film - schoolers ). otherwise, a must - miss.",negative
"i was stunned by this film. afterwards, i didn ' t even want to see any films for a long time - any other film would be so unsatisfying by comparison. < br / > < br / > for many, it may be the worst of antonioni - very slow, without an engaging conventional story line, microscopic examinations of human emotions and interactions - and the worst of wenders - verbose, confused transcendentalism. it is composed of short distinct episodes linked by wenders ' typical meandering hero ' s stream of consciousness, so it doesn ' t produce the temporary oblivion of escapist cinema. < br / > < br / > but for fans, the worst is the best and the disjointed story line is sketching a single poetic image that stretches across the film. wenders and antonioni create a discourse between their segments that seeks out the heart of things. < br / > < br / >",positive
"am i the only person who thinks that the entire forensics and scenes of crime community in the usa must detest this almighty slap in their faces. a rookie cop is first to a crime scene where her back up is so slow to respond that she has time to send the kid who found the body to the local store to buy a disposable camera. by the time he returns ( still no senior cops, socos or other assistance for the lovely jolie - this is new york isn ' t it?? ) it has started raining and she gets to work photographing the evidence, only after she ' d stood in front of an amtrak to stop it disturbing the scene. < br / > < br / > i want to know the name of that camera as the photographs were so incredibly detailed that no amount of zooming in distorted the images!! the horror continues : - not in the film itself ( pretty ordinary i ' m afraid ) but in the lincoln rhyme character as played by mr washington. this man is a highly dedicated forensic crime scene examiner with years of experience who, instead of the highly trained but invisible local crime scene examiners, entrusts the work to an untrained cop, a rookie cop, who proceeds to find the very obviously placed clues and move them before photographing them thus contaminating every item and making dna profiling well nigh impossible. now that was a bright idea eh? i know one should be able to suspend disbelief to a degree but those who say this film is intelligent must have entirely disengaged their ability to think in order to find this film believable. < br / > < br / > i have given this film 4 / 10 for the superb acting of denzel washington and for miss jolie ' s lips which are the only items requiring my disbelief to be suspended!",negative
"the one of the most remarkable sci - fi movies of the millennium. not only a movie but an incredible future vision, this movie establishes a new standard of s / f movies. hail and kill!",positive
"this is the second hitchcock film to appear on the list and the second hitchcock film i ' ve seen in full, the first was rope, which i really enjoyed. with saboteur hitchcock was more room to roam free, whereas rope took place all in one room. i didn ' t enjoy this one as much as rope but that ' s not saying this is a bad film, it just seems like an average flick that could have been something more. < br / > < br / > it seems like a film hitchcock would make as a break in between his more serious ones. as a thriller, i feel it fails to really get my on the edge of my seat or engaged with the lead character who is running around the states. the climax of the film feels like a miss opportunity to really amp up the tension. the sound design is almost non existent. you can hear their dialogue and a bit of the environment around them, but the important things are missing, the stitches ripping apart from the sleeve, the need of music to amp of the tension, all missing. intentional no doubt, yet it lacks the emotional punch one would want from such a scene. then it ends abruptly leaving you empty inside. < br / > < br / > the film doesn ' t feel like it should either, they are almost globe trotting from place to place, yet it feels more confined. the script itself is very average and seems to go about the more obtuse ways to get the plot moving. < br / > < br / > the performances are there, but nothing amazing. everyone plays their parts to scripted words on the page. the relationship between the two leads is weak and needed more work. the one stand out is otto kruger, who has that rich, ego, evil persona down pat. < br / > < br / > in the end, i wanted more from this one. i understand it ' s one of hitchcock ' s least exciting films, but i did have a good time watching it. i can recommend it, just not enthusiastically.",positive
"it is always difficult to bring a 450 pages book down to a three hours film. i read the book before, and i found the bbc production dealing with this difficulty in the best way possible. the qualities of the book haven ' t been lost : the dense and lively depiction of a fingersmith patchwork family in london in the 1860s, the cold and obscene cruelty in which maud is brought up, the characterization of different social groups by different ways of speaking, the unexpected and surprising twists of the story, the way the film makes the spectators look different at the same scenes when they are told first from sue ' s point of view then from maud ' s one. the main actors do very good, and especially the growing love between the two women is convincingly developed, with a first culmination in a very tender love scene between the two and finally forgiving all the evil they were ready to do and did to each other, because they still love each other. < br / > < br / > for each of her books the author, sarah waters, has thoroughly investigated what life was like in british 19th century. while in tipping the velvet it was the world of the vaudeville theaters and the beginning of social movements, in affinity the dreadful reality of women penitentiaries and the fashionable evocation of spirits, in fingersmith she depicts the public ceremony of hanging people in london and the inhuman treatment of persons supposed or declared disturbed in asylums based on the reading of sources and scientific research. this is very well transferred to the film so that the corresponding scenes show a high grade of historic truth. i highly recommend this film production because it offers three hours of colorful victorian atmosphere, vivid emotions, and suspense.",positive
"this is one of my all time favorite cheap, corny, vampire b movies. < br / > < br / > calvin klein underwear model... oh, i mean, stefan the good vampire, returns to transylvania to ascend the throne of vampiric royalty, but manicure - impaired and eternally drooling half brother radu has other plans. having killed their father the vampire king, radu now sets his sights on stefan, stefan ' s new mortal girlfriend michelle and her two pretty friends, and the all - powerful bloodstone. < br / > < br / > okay, the scenery is beautiful, and it should be as it was shot on location in transyl - fricken - vania for gosh sakes. the actresses are no great shakes and stefan the heroic vampire is about as charming as a refrigerated fireplace poker, but who cares? there ' s only one reason to watch this movie, and his name is radu! he ' s a physical homage to nosferatu and he has the best lines in the movie, all spoken in the raspy voice of a man who smokes ten packs of cigarettes a day. the cemetery festival scene is one of the best scenes in the film, as radu slowly approaches the camera and reveals his grinning, slobbering face for the world to see. i found myself cheering him on as he collected victims and taunted his perfect brother. but maybe i ' m just a sicko. questionable taste in men aside, i highly recommend this film to vampire enthusiasts. it ' s original, it ' s fun, and radu is one of the best vampires i ' ve seen in a long time... much more fun than the stiff, tragic, whining undead brats that endlessly grace the horror screens these days. radu enjoys his sadism and never apologizes. he ' s what a vampire should be.",positive
"let me first off say that i am a believer of ghosts, and i do indeed know they exist. i have had enough experiences with them to know they are there. < br / > < br / > what i hate is the people who bring the bible and religion into all of this. people forget there is more than one "" bible "", thousands of religions and beliefs, and different ways to interpret what is said in the bible. not everyone believes in god, and not everyone believes in stereo - typical religion. < br / > < br / > religion does not make everything fact, one of the things i should mention in the bible that many do not know is that even the most rampant bible thumper is breaking the very rules written within.... you are supposed to never wear more than one fabric at one time, slavery is ok, and you may murder your neighbor under certain circumstances. none of this, "" oh that was the old testament, and now we have the new testament. "" if the bible is the word of god, and cannot be changed.. there should be no changes, or versions. religion is full of misinterpretations, mixed facts, and people who so blindly follow it that there, "" is no other way. "" the excuses these said blind followers use are either pathetic, or they themselves cannot explain the discrepancies properly, and instead use excuses handed down to them from either their pastor or teacher. < br / > < br / > but anyhow, onto the review. i am a decent fan of "" ghost hunters "" and when i heard this show was coming soon, i was pretty excited and thought it had some potential. as much as i like watching "" ghost hunters "", i do not like some of their members, and i do not like the way they can dismiss a place as being haunted, yet cannot explain anything that is going on. just because your investigation equipment does not pick it up, does not mean the camera filming the show did not. i am glad they are skeptical, but it ' s like they do not understand that just because you did not get anything on your recorder and film does not make the place haunted or not. if ghosts were that easy to capture, it would be known as a fact, not a belief. it ' s more of a "" right place at the right time "" kind of thing, as well as if there is something there, what makes you think it ' s going to "" perform "" for you?",negative
"for a long time, ' the menagerie ' was my favorite ' star trek ' episode though in recent years it has been eclipsed by ' city on the edge of forever. ' what i used to prefer about ' menagerie ' was that it ' s more hard - core star trek with this fascinating back - story to the then - current trek storyline. i still think it ' s fairly ingenious the way gene roddenberry incorporated the original pilot into a two - part episode. though the ' new ' part of the story is largely an excuse for kirk and a few others ( and us ) to watch the pilot, the idea of spock being court - martialed is a clever one. you can poke holes in the plot if you want. for instance, given the talosians ' mind - control abilities and captain pike ' s condition, why is it even necessary to physically bring pike back to their planet? and there are other confusing questions about pike and commodore mendez... best to not think too hard about the details and just enjoy st ' s only two - parter.",positive
"coen brothers - wannabe from writer - director paul chart relies far too much on ideas lifted from other ( better ) movies, yet does manage to create a creepy atmosphere that keeps one watching. robert forster cuts loose as never before playing a psychopathic psychiatrist ( ha ha ) who goes on a killing spree in the desert. the film is unusual, but in its attempt to keep one step ahead of the audience, it becomes alienating and off - putting ( with a role for amanda plummer that is downright humiliating ). an admittedly bravura finale, many quirky bits of business - - and forster looking great in the nude - - make this a curiosity item, nothing more. veteran movie - director irvin kershner produced, and maybe should directed as well ( could paul chart be a pseudonym? ). * 1 / 2 from * * * *",negative
"when it was released this film caused a sensation. i watched it and was thrilled. beautiful, usually young, naked women filmed in the classy style we knew so well from director hamiltons photography. his photographs never become porn and the same is true for this movie. today i saw it again and was bitterly disappointed. the soft core in extremely slow paced scenes, all filmed with some vaseline on the lenses, actually is all there is. there is no real story, the characters remain beautiful and beautifully filmed bodies, but they are not real creatures with a soul. actually nothing happens. it is like hamilton is photographing using moving pictures rather than stills. and this gets so boring after a while. i even didn ' t watch the whole thing the second time, for i fell vast asleep. that is all that remains of this masterpiece : it is a very good sleeping pill. and you will never become addicted to it! < br / > < br / > back then 7 out of 10, now 3 out of 10",negative
"largely forgettable tale in which mercenary kerman & employer agren travel into the jungle in search of agren ' s missing sister. < br / > < br / > despite its connection to the cannibal movie family, this film is more of an extreme version of rene cardona ' s "" guyana - crime of the century "". lenzi clearly aims to exploit the ( at that time ) topical jonestown massacre, by depicting a rogue, self righteous zealot with a penchant for bigamy and just a hint of megalomania ( played with ruthless intensity by ivan rassimov ) leading his motley crew flock into self inflicted oblivion. with sister in toe, kerman & agren attempt to stop the rot, but after several failed coups, they end up fleeing into the "" green inferno "", only to run afoul the locals and their notorious appetites. < br / > < br / > one in a string of excessive gore fests that emerged in the late seventies / early eighties, where every new addition seemed to engage in a one - upmanship contest with its predecessor, by attempting to contrive the most gory and graphic display ever brought to motion pictures. this inferior instalment employs all the motifs and gimmicks of the others, but with much less success. < br / > < br / > was it the so called "" amazonian natives "" who looked like they were bollywood rejects ( this film was made on location in sri lanka ), or the inept "" decapitation "" and "" castration "" scenes that seriously diminished the authenticity that was apparent in "" cannibal holocaust ""? you can decide. without spoiling the conclusion, it appeared as though lenzi put more emphasis in his shock and awe climax than in the basic requirement for a cohesive ending, where all loose ends are resolved. most unsatisfying. < br / > < br / > as with the others, where the extent of the graphic depictions of violence toward humans is limited ( thankfully ), the filmmakers have spared no extreme in inflicting the worst possible cruelty on hapless animals in their pursuit of the most sadistic shocks. unfortunately, the only thing shocking about this film is that it rates a mention among others of the ilk, that deal with the subject matter more convincingly. < br / > < br / > if there are any redeemable features at all, kerman is an affable if somewhat one - dimensional leading man,",negative
"get smart should be titled get stupid. there is not one funny line or gag in the entire film. this film is so bad it makes the austin powers films look shakespearean. a few more films like this and steve carell can kiss his career goodbye. as for anne hathaway, what is she doing in this film? she ' s a good actress but is just plain terrible. < br / > < br / > the writing is pathetically lame. there is not one funny, clever, or witty line. there is not one good sight gag. < br / > < br / > the directing is terrible. comedy relies on timing. someone should tell the director that. every line that is supposed to be funny ( and isn ' t ) is delivered with absolutely the worst sense of comic timing i ' ve ever seen. < br / > < br / > 0 stars",negative
"herculis puaro is, in general, a well established ' hero ' we know well from books and movies. this movie or this story don ' t work and i felt its not agatha ' s mistake. the cast isn ' t good, the actors are over exaggerating and making foolish gestures, the costumes are so clean and tidy that everything ( even arab clothes ) look fake and for the serious spectator who thinks twice this movie can be seen as a comedy instead of mystery drama. the actor playing herculis puaro is doing a nice job but nothing fantastic. the scenes are, as said before, perfect and looking fake. the story is not very enchanting although a mystery of murder but who cares about the death of a loony and vicious blond 45 + woman in the iraqi desert?! the ' victim ' is not likable.",negative
how can so many blundering decisions can be made. all that waste of resources! its an idiotic story to begin with but theres no need to make it worse. a loose interpretation? are you kidding! it diminishes my regard for voight and coburn. i hope they were paid well.,negative
"this was by far the worst movie i ' ve ever seen. and thats compared to alexander, fortress 2 and the new world. < br / > < br / > i should go back to blockbuster and ask for my money back along with compensation as it was a truly traumatic experience. for the first ten minutes i was changing the zoom on my widescreen tv because the actors seemed to be out of screen. i didn ' t think it was possible to make such a bad film in this day and age, i was wrong. while typing this message, i ' ve thought of a good reason to buy this movie. a joke present at xmas. i ' m blaming the mrs for this one as she picked it, thanks babe. < br / > < br / > be warned....... a true shocker all round!!!!!!",negative
"if you ' ve read mother night and enjoyed it so much ( as i did ) that you just have to see the movie, understand that you have to understand a fundamental element of vonngut ' s writing - that beyond his story lies vonnegut himself, and that you can ' t put a human mind on the screen. his whit and humor just cannot be transcribed by a screenplay or even the best acting performance. i believe that this movie exceeds in asking the key questions that vonnegut poses in his book, but those frequent cynical moments of satire found on the page are not found on the screen. does this mean that the movie misses the mark? of course not. in my opinion, the movie succeeds because it does not try to recreate the experience of reading the book ( this is not a medium for those too lazy to turn a page ). it succeeds because it takes the fundamental elements of a story created by one of america ' s true artistic treasures and presents it in a a framework without pretense. i ' ve seen other movie versions of vonnegut books where the director obviously tries to channel vonnegut ' s genius and loses grip on his own craft. i would not place this movie as one of the best i ' ve seen, but it stands on its own legs as one well worth watching. by taking vonnegut ' s "" voice "" out of the movie ' s narration or trying to insert it however it can, mother night tells his story brilliantly, and preserves the story ' s fundamental lessons without confusion, distraction, or disappointment.",positive
"this is one of the worst movies, i ' ve ever seen. not only, that it is a comedy, which isn ' t funny, but it ' s also very badly made with an over the top direction full of unnecessary split screens and other effects. < br / > < br / > the two "" heroes "" with their fantasy language are just annoying and it confused me quite a lot, that they touched each others genitals all the time. but the worst of all that nonsense is the cheap attempt to give that movie some appeal, by referring to german history and to show sensitive aspects of the "" heroes "", which finds its climax in showing how erkan and stefan cure a mentally ill woman with their "" joyful "" lifestyle (! ). but i hadn ' t expect anything better by director michael "" bully "" herbig, who also made two not funny tv - shows, a not funny western movie and a nearly not funny sf - comedy movie. but erkan and stefan had been - just a little - better in some of their stand - up programs. for me the only good thing about the movie is alexandra neldel, who is very beautiful to me.",negative
"i sat through this on tv hoping because of the names in it that it would be worth the time... but dear gussie, whoever thought this script was worth producing? the basic idea is excellent but the execution is appallingly bad, with a constantly illogical sequence of scenes, an ending that is almost laughably melodramatic and poor rock hudson wanders through this with an understandably confused look on his slightly sagging face. looks like a bad b movie from the 40 ' s...",negative
"a number of contributors have mentioned the age difference between stewart and novak. she was 25 and he was 50 when this movie was released. i think that the difference didn ' t matter for a suspense drama like vertigo, but it does matter for a romantic comedy. we can easily understand, that is, why his character would be attracted to hers, but it ' s less clear why hers would be attracted to his. < br / > < br / > still, the movie works as a light romantic fantasy. the scene where she stares at him across the cat ' s head, with her dark painted - on eyebrows flaring and the sounds of her humming and the cat purring, is true magic. it ' s a little jarring, therefore, when the scene shifts to the top of the flatiron building, and we see the age difference very sharply. as he embraces her, she reaches up to run her fingers through his hair, but stops that motion and just brushes her fingertips lightly against his toupee.",positive
"family problems abound in real life and that is what this movie is about. love can hold the members together through out the ordeals and trials and that is what this movie is about. one man, daddy, has the maturity and fortitude to sustain the family in the face of adversity. the kids grow up, one all be it, in the hard way, to realize that no matter how old they or a parent is, the parent still loves their children and are willing to provide them a cushion when they fall. all the actors portraying their characters did outstanding performances. yes, i shed a tear along the way knowing i had had similar experiences both as a young adult and later as a parent. this true to life is one which every young adult, and parent, would do well to see, although some will not realize it until they too are parents. a must see for those who care about their families.",positive
"the only conceivable flaw of this film is it ' s title!! please stop comparing it to the first! i did in my previous review only to separate it from the first. if you haven ' t seen the movie and are curious, totally forget about the first and invent a different name for this. there is nothing alike and has a mood all its own. this is a great exponent of screwy mid - 80s comedy. i seriously doubt such big names in this cast did the movie because they were broke or even wanted to remake the first. anybody who ever wanted to give a kick to the snobbish aristocracy should love this little opus. i maintain, the only reason this is in the imdb bottom 100 is because of its title. i usually hate movies like these ( i. e. adam sandler, will farrell, farrelly bros.... ), but this movie just keeps me laughing hysterically. i dunno, maybe it ' s like a bad relationship i can ' t get out of or just a ridiculous guilty pleasure. either way, this is the single most underrated movie of the 80s behind ' the stunt man. ' < br / > < br / > robert stack - we love you!!! ( 1919 - 2003 )",positive
